Country,ISO_A3,Region,IncomeGroup,Year,Emissions
Togo,TGO,Sub-Saharan Africa,Low income,1971,9343.6136
Thailand,THA,East Asia & Pacific,Upper middle income,1971,105109.343
Tajikistan,TJK,Europe & Central Asia,Lower middle income,1971,7986.0294
Turkmenistan,TKM,Europe & Central Asia,Upper middle income,1971,30274.69158
Timor-Leste,TLS,East Asia & Pacific,Lower middle income,1971,604.463877
Tonga,TON,East Asia & Pacific,Lower middle income,1971,55.625879
Trinidad and Tobago,TTO,Latin America & Caribbean,High income,1971,8110.1276
Tunisia,TUN,Middle East & North Africa,Lower middle income,1971,8771.2244
Turkey,TUR,Europe & Central Asia,Upper middle income,1971,99374.045
Tuvalu,TUV,East Asia & Pacific,Upper middle income,1971,2.2703397
Tanzania,TZA,Sub-Saharan Africa,Low income,1971,60645.289
Uganda,UGA,Sub-Saharan Africa,Low income,1971,15454.157
Ukraine,UKR,Europe & Central Asia,Lower middle income,1971,564860.78
Uruguay,URY,Latin America & Caribbean,High income,1971,25239.218
United States,USA,North America,High income,1971,5440420.62
Uzbekistan,UZB,Europe & Central Asia,Lower middle income,1971,84401.20764
St. Vincent and the Grenadines,VCT,Latin America & Caribbean,Upper middle income,1971,67.716312
"Venezuela, RB",VEN,Latin America & Caribbean,Upper middle income,1971,123610.813
British Virgin Islands,VGB,Latin America & Caribbean,High income,1971,29.648691
Virgin Islands (U.S.),VIR,Latin America & Caribbean,High income,1971,23.113608
Vietnam,VNM,East Asia & Pacific,Lower middle income,1971,77395.2741
Vanuatu,VUT,East Asia & Pacific,Lower middle income,1971,248.1072
World,WLD,NA,NA,1971,26263241.2998723
Samoa,WSM,East Asia & Pacific,Lower middle income,1971,117.17352
Kosovo,XKX,Europe & Central Asia,Lower middle income,1971,NA
"Yemen, Rep.",YEM,Middle East & North Africa,Lower middle income,1971,5099.1964
South Africa,ZAF,Sub-Saharan Africa,Upper middle income,1971,250418.763
Zambia,ZMB,Sub-Saharan Africa,Lower middle income,1971,132574.688
Zimbabwe,ZWE,Sub-Saharan Africa,Low income,1971,21404.869
Aruba,ABW,Latin America & Caribbean,High income,1972,43.2866131
Afghanistan,AFG,South Asia,Low income,1972,13040.848
Angola,AGO,Sub-Saharan Africa,Upper middle income,1972,42205.6507
Albania,ALB,Europe & Central Asia,Upper middle income,1972,7613.2661
Andorra,AND,Europe & Central Asia,High income,1972,NA
United Arab Emirates,ARE,Middle East & North Africa,High income,1972,44905.46275
Argentina,ARG,Latin America & Caribbean,Upper middle income,1972,223912.27884
Armenia,ARM,Europe & Central Asia,Lower middle income,1972,6750.8237
American Samoa,ASM,East Asia & Pacific,Upper middle income,1972,13.448115
Antigua and Barbuda,ATG,Latin America & Caribbean,High income,1972,NA
Australia,AUS,East Asia & Pacific,High income,1972,355430.771
Austria,AUT,Europe & Central Asia,High income,1972,73531.496
Azerbaijan,AZE,Europe & Central Asia,Upper middle income,1972,28191.2009
Burundi,BDI,Sub-Saharan Africa,Low income,1972,2278.5152
Belgium,BEL,Europe & Central Asia,High income,1972,166246.8134
Benin,BEN,Sub-Saharan Africa,Low income,1972,34261.8663
Burkina Faso,BFA,Sub-Saharan Africa,Low income,1972,7047.8249
Bangladesh,BGD,South Asia,Lower middle income,1972,109807.265
Bulgaria,BGR,Europe & Central Asia,Upper middle income,1972,91404.682
Bahrain,BHR,Middle East & North Africa,High income,1972,5904.096779
"Bahamas, The",BHS,Latin America & Caribbean,High income,1972,NA
Bosnia and Herzegovina,BIH,Europe & Central Asia,Upper middle income,1972,21772.1923
Belarus,BLR,Europe & Central Asia,Upper middle income,1972,144373.667
Belize,BLZ,Latin America & Caribbean,Upper middle income,1972,364.98301
Bermuda,BMU,North America,High income,1972,463.227556
Bolivia,BOL,Latin America & Caribbean,Lower middle income,1972,149851.06
Brazil,BRA,Latin America & Caribbean,Upper middle income,1972,1138194.337
Barbados,BRB,Latin America & Caribbean,High income,1972,757.74309
Brunei Darussalam,BRN,East Asia & Pacific,High income,1972,10230.9632
Bhutan,BTN,South Asia,Lower middle income,1972,891.39184
Botswana,BWA,Sub-Saharan Africa,Upper middle income,1972,7520.674
Central African Republic,CAF,Sub-Saharan Africa,Low income,1972,100023.878666667
Canada,CAN,North America,High income,1972,497317.478
Switzerland,CHE,Europe & Central Asia,High income,1972,52042.7768
Channel Islands,CHI,Europe & Central Asia,High income,1972,NA
Chile,CHL,Latin America & Caribbean,High income,1972,45390.5725
China,CHN,East Asia & Pacific,Upper middle income,1972,1999689.0654
Cote d'Ivoire,CIV,Sub-Saharan Africa,Lower middle income,1972,113044.535
Cameroon,CMR,Sub-Saharan Africa,Lower middle income,1972,63454.455
"Congo, Dem. Rep.",COD,Sub-Saharan Africa,Low income,1972,958870.9
"Congo, Rep.",COG,Sub-Saharan Africa,Lower middle income,1972,44840.5315
Colombia,COL,Latin America & Caribbean,Upper middle income,1972,123945.1605
Comoros,COM,Sub-Saharan Africa,Low income,1972,208.54202
Cabo Verde,CPV,Sub-Saharan Africa,Lower middle income,1972,202.112647
Costa Rica,CRI,Latin America & Caribbean,Upper middle income,1972,5580.3181
Cuba,CUB,Latin America & Caribbean,Upper middle income,1972,41208.044
Curacao,CUW,Latin America & Caribbean,High income,1972,NA
Cayman Islands,CYM,Latin America & Caribbean,High income,1972,97.7316374
Cyprus,CYP,Europe & Central Asia,High income,1972,3306.43696
Czech Republic,CZE,Europe & Central Asia,High income,1972,213022.453
Germany,DEU,Europe & Central Asia,High income,1972,1300781.18
Djibouti,DJI,Middle East & North Africa,Lower middle income,1972,1102.16357
Dominica,DMA,Latin America & Caribbean,Upper middle income,1972,58.507677
Denmark,DNK,Europe & Central Asia,High income,1972,76756.8885
Dominican Republic,DOM,Latin America & Caribbean,Upper middle income,1972,10802.2929
Algeria,DZA,Middle East & North Africa,Upper middle income,1972,53749.0748
Ecuador,ECU,Latin America & Caribbean,Upper middle income,1972,13151.5483
"Egypt, Arab Rep.",EGY,Middle East & North Africa,Lower middle income,1972,59141.651
Eritrea,ERI,Sub-Saharan Africa,Low income,1972,2871.7766
Spain,ESP,Europe & Central Asia,High income,1972,197677.109
Estonia,EST,Europe & Central Asia,High income,1972,66959.8239
Ethiopia,ETH,Sub-Saharan Africa,Low income,1972,53622.463
Finland,FIN,Europe & Central Asia,High income,1972,62873.61655
Fiji,FJI,East Asia & Pacific,Upper middle income,1972,1165.2772
France,FRA,Europe & Central Asia,High income,1972,650356.94
Faroe Islands,FRO,Europe & Central Asia,High income,1972,NA
"Micronesia, Fed. Sts.",FSM,East Asia & Pacific,Lower middle income,1972,28.033261
Gabon,GAB,Sub-Saharan Africa,Upper middle income,1972,5009.83272
United Kingdom,GBR,Europe & Central Asia,High income,1972,822151.68
Georgia,GEO,Europe & Central Asia,Upper middle income,1972,52152.699
Ghana,GHA,Sub-Saharan Africa,Lower middle income,1972,21298.028
Gibraltar,GIB,Europe & Central Asia,High income,1972,NA
Guinea,GIN,Sub-Saharan Africa,Low income,1972,47612.429
"Gambia, The",GMB,Sub-Saharan Africa,Low income,1972,815.63125
Guinea-Bissau,GNB,Sub-Saharan Africa,Low income,1972,921.956
Equatorial Guinea,GNQ,Sub-Saharan Africa,Upper middle income,1972,123.939822
Greece,GRC,Europe & Central Asia,High income,1972,50556.2472
Grenada,GRD,Latin America & Caribbean,Upper middle income,1972,68.40271
Greenland,GRL,Europe & Central Asia,High income,1972,NA
Guatemala,GTM,Latin America & Caribbean,Lower middle income,1972,9696.0899
Guam,GUM,East Asia & Pacific,High income,1972,39.946506
Guyana,GUY,Latin America & Caribbean,Upper middle income,1972,12405.8537
"Hong Kong SAR, China",HKG,East Asia & Pacific,High income,1972,10756.19853
Honduras,HND,Latin America & Caribbean,Lower middle income,1972,7599.6258
Croatia,HRV,Europe & Central Asia,High income,1972,26950.167
Haiti,HTI,Latin America & Caribbean,Low income,1972,4739.7634
Hungary,HUN,Europe & Central Asia,High income,1972,92174.362
Indonesia,IDN,East Asia & Pacific,Lower middle income,1972,733432.92
Isle of Man,IMN,Europe & Central Asia,High income,1972,NA
India,IND,South Asia,Lower middle income,1972,767242.36
Ireland,IRL,Europe & Central Asia,High income,1972,50087.418
"Iran, Islamic Rep.",IRN,Middle East & North Africa,Upper middle income,1972,167062.928
Iraq,IRQ,Middle East & North Africa,Upper middle income,1972,56661.6978
Iceland,ISL,Europe & Central Asia,High income,1972,5309.7154
Israel,ISR,Middle East & North Africa,High income,1972,18338.8844
Italy,ITA,Europe & Central Asia,High income,1972,416781.6244
Jamaica,JAM,Latin America & Caribbean,Upper middle income,1972,7832.3233
Jordan,JOR,Middle East & North Africa,Upper middle income,1972,2463.89713
Japan,JPN,East Asia & Pacific,High income,1972,1009126.08
Kazakhstan,KAZ,Europe & Central Asia,Upper middle income,1972,219119.677
Kenya,KEN,Sub-Saharan Africa,Lower middle income,1972,23210.036
Kyrgyz Republic,KGZ,Europe & Central Asia,Lower middle income,1972,17150.5211
Cambodia,KHM,East Asia & Pacific,Lower middle income,1972,16481.2145
Kiribati,KIR,East Asia & Pacific,Lower middle income,1972,NA
St. Kitts and Nevis,KNA,Latin America & Caribbean,High income,1972,75.852639
"Korea, Rep.",KOR,East Asia & Pacific,High income,1972,91340.252
Kuwait,KWT,Middle East & North Africa,High income,1972,73477.7018
Lao PDR,LAO,East Asia & Pacific,Lower middle income,1972,18840.0037
Lebanon,LBN,Middle East & North Africa,Upper middle income,1972,6999.7795
Liberia,LBR,Sub-Saharan Africa,Low income,1972,1794.15218
Libya,LBY,Middle East & North Africa,Upper middle income,1972,44220.1655
St. Lucia,LCA,Latin America & Caribbean,Upper middle income,1972,165.771571
Liechtenstein,LIE,Europe & Central Asia,High income,1972,NA
Sri Lanka,LKA,South Asia,Lower middle income,1972,16356.4685
Lesotho,LSO,Sub-Saharan Africa,Lower middle income,1972,1615.7307
Lithuania,LTU,Europe & Central Asia,High income,1972,108080.086
Luxembourg,LUX,Europe & Central Asia,High income,1972,17912.103
Latvia,LVA,Europe & Central Asia,High income,1972,47957.4588
"Macao SAR, China",MAC,East Asia & Pacific,High income,1972,306.7717664
St. Martin (French part),MAF,Latin America & Caribbean,High income,1972,NA
Morocco,MAR,Middle East & North Africa,Lower middle income,1972,20453.976
Monaco,MCO,Europe & Central Asia,High income,1972,NA
Moldova,MDA,Europe & Central Asia,Lower middle income,1972,27939.5154
Madagascar,MDG,Sub-Saharan Africa,Low income,1972,33414.625
Maldives,MDV,South Asia,Upper middle income,1972,22.2095869
Mexico,MEX,Latin America & Caribbean,Upper middle income,1972,229445.067
Marshall Islands,MHL,East Asia & Pacific,Upper middle income,1972,2.5990922
"Macedonia, FYR",MKD,Europe & Central Asia,Upper middle income,1972,11600.9282
Mali,MLI,Sub-Saharan Africa,Low income,1972,23570.45
Malta,MLT,Middle East & North Africa,High income,1972,1008.6574
Myanmar,MMR,East Asia & Pacific,Lower middle income,1972,533147.892
Montenegro,MNE,Europe & Central Asia,Upper middle income,1972,NA
Mongolia,MNG,East Asia & Pacific,Lower middle income,1972,14862.5381
Northern Mariana Islands,MNP,East Asia & Pacific,High income,1972,2.82391503
Mozambique,MOZ,Sub-Saharan Africa,Low income,1972,27941.871
Mauritania,MRT,Sub-Saharan Africa,Lower middle income,1972,4462.6904
Mauritius,MUS,Sub-Saharan Africa,Upper middle income,1972,767.19657
Malawi,MWI,Sub-Saharan Africa,Low income,1972,4555.3077
Malaysia,MYS,East Asia & Pacific,Upper middle income,1972,99628.829
Namibia,NAM,Sub-Saharan Africa,Upper middle income,1972,6337.8623
New Caledonia,NCL,East Asia & Pacific,High income,1972,NA
Niger,NER,Sub-Saharan Africa,Low income,1972,8330.0921
Nigeria,NGA,Sub-Saharan Africa,Lower middle income,1972,105080.024
Nicaragua,NIC,Latin America & Caribbean,Lower middle income,1972,8168.1906
Netherlands,NLD,Europe & Central Asia,High income,1972,205138.485
Norway,NOR,Europe & Central Asia,High income,1972,59160.426
Nepal,NPL,South Asia,Low income,1972,20096.2747
Nauru,NRU,East Asia & Pacific,High income,1972,NA
New Zealand,NZL,East Asia & Pacific,High income,1972,52587.148
Oman,OMN,Middle East & North Africa,High income,1972,12679.41609
Pakistan,PAK,South Asia,Lower middle income,1972,89365.8699
Panama,PAN,Latin America & Caribbean,Upper middle income,1972,6183.105
Peru,PER,Latin America & Caribbean,Upper middle income,1972,51650.415
Philippines,PHL,East Asia & Pacific,Lower middle income,1972,79527.624
Palau,PLW,East Asia & Pacific,Upper middle income,1972,NA
Papua New Guinea,PNG,East Asia & Pacific,Lower middle income,1972,17758.411
Poland,POL,Europe & Central Asia,High income,1972,490842.81
Puerto Rico,PRI,Latin America & Caribbean,High income,1972,2574.15736
"Korea, Dem. People’s Rep.",PRK,East Asia & Pacific,Low income,1972,97367.834
Portugal,PRT,Europe & Central Asia,High income,1972,29552.2065
Paraguay,PRY,Latin America & Caribbean,Upper middle income,1972,45585.112
West Bank and Gaza,PSE,Middle East & North Africa,Lower middle income,1972,NA
French Polynesia,PYF,East Asia & Pacific,High income,1972,NA
Qatar,QAT,Middle East & North Africa,High income,1972,18431.6271
Romania,ROU,Europe & Central Asia,Upper middle income,1972,185193.514
Russian Federation,RUS,Europe & Central Asia,Upper middle income,1972,2405407.75
Rwanda,RWA,Sub-Saharan Africa,Low income,1972,2040.834
Saudi Arabia,SAU,Middle East & North Africa,High income,1972,121325.1278
Sudan,SDN,Sub-Saharan Africa,Lower middle income,1972,59423.811
Senegal,SEN,Sub-Saharan Africa,Low income,1972,8042.6126
Singapore,SGP,East Asia & Pacific,High income,1972,NA
Solomon Islands,SLB,East Asia & Pacific,Lower middle income,1972,3818.4854
Sierra Leone,SLE,Sub-Saharan Africa,Low income,1972,7290.7966
El Salvador,SLV,Latin America & Caribbean,Lower middle income,1972,5292.4863
San Marino,SMR,Europe & Central Asia,High income,1972,NA
Somalia,SOM,Sub-Saharan Africa,Low income,1972,13454.198
Serbia,SRB,Europe & Central Asia,Upper middle income,1972,NA
South Sudan,SSD,Sub-Saharan Africa,Low income,1972,NA
Sao Tome and Principe,STP,Sub-Saharan Africa,Lower middle income,1972,40.35577
Suriname,SUR,Latin America & Caribbean,Upper middle income,1972,8952.7496
Slovak Republic,SVK,Europe & Central Asia,High income,1972,53252.355
Slovenia,SVN,Europe & Central Asia,High income,1972,11319.156
Sweden,SWE,Europe & Central Asia,High income,1972,106820.9221
Swaziland,SWZ,Sub-Saharan Africa,Lower middle income,1972,1668.9814
Sint Maarten (Dutch part),SXM,Latin America & Caribbean,High income,1972,NA
Seychelles,SYC,Sub-Saharan Africa,High income,1972,145.749328
Syrian Arab Republic,SYR,Middle East & North Africa,Lower middle income,1972,11162.5223
Turks and Caicos Islands,TCA,Latin America & Caribbean,High income,1972,1.4643149
Chad,TCD,Sub-Saharan Africa,Low income,1972,14471.138
Togo,TGO,Sub-Saharan Africa,Low income,1972,9324.6776
Thailand,THA,East Asia & Pacific,Upper middle income,1972,107361.358
Tajikistan,TJK,Europe & Central Asia,Lower middle income,1972,8359.4295
Turkmenistan,TKM,Europe & Central Asia,Upper middle income,1972,31958.9274
Timor-Leste,TLS,East Asia & Pacific,Lower middle income,1972,651.185891
Tonga,TON,East Asia & Pacific,Lower middle income,1972,56.437379
Trinidad and Tobago,TTO,Latin America & Caribbean,High income,1972,8298.11
Tunisia,TUN,Middle East & North Africa,Lower middle income,1972,9434.5967
Turkey,TUR,Europe & Central Asia,Upper middle income,1972,108791.1739
Tuvalu,TUV,East Asia & Pacific,Upper middle income,1972,2.2728993
Tanzania,TZA,Sub-Saharan Africa,Low income,1972,64664.847
Uganda,UGA,Sub-Saharan Africa,Low income,1972,16463.91
Ukraine,UKR,Europe & Central Asia,Lower middle income,1972,583845.25
Uruguay,URY,Latin America & Caribbean,High income,1972,26091.101
United States,USA,North America,High income,1972,5704297.25
Uzbekistan,UZB,Europe & Central Asia,Lower middle income,1972,88583.614
St. Vincent and the Grenadines,VCT,Latin America & Caribbean,Upper middle income,1972,77.066007
"Venezuela, RB",VEN,Latin America & Caribbean,Upper middle income,1972,130311.533
British Virgin Islands,VGB,Latin America & Caribbean,High income,1972,35.934951
Virgin Islands (U.S.),VIR,Latin America & Caribbean,High income,1972,24.488406
Vietnam,VNM,East Asia & Pacific,Lower middle income,1972,78737.297
Vanuatu,VUT,East Asia & Pacific,Lower middle income,1972,248.29249
World,WLD,NA,NA,1972,28148780.8450884
Samoa,WSM,East Asia & Pacific,Lower middle income,1972,117.292399
Kosovo,XKX,Europe & Central Asia,Lower middle income,1972,NA
"Yemen, Rep.",YEM,Middle East & North Africa,Lower middle income,1972,5353.7458
South Africa,ZAF,Sub-Saharan Africa,Upper middle income,1972,250958.915
Zambia,ZMB,Sub-Saharan Africa,Lower middle income,1972,142670.635
Zimbabwe,ZWE,Sub-Saharan Africa,Low income,1972,21231.4
Aruba,ABW,Latin America & Caribbean,High income,1973,43.7245901
Afghanistan,AFG,South Asia,Low income,1973,13535.7541
Angola,AGO,Sub-Saharan Africa,Upper middle income,1973,44252.66912
Albania,ALB,Europe & Central Asia,Upper middle income,1973,7348.4921
Andorra,AND,Europe & Central Asia,High income,1973,NA
United Arab Emirates,ARE,Middle East & North Africa,High income,1973,56875.50782
Argentina,ARG,Latin America & Caribbean,Upper middle income,1973,226956.0333
Armenia,ARM,Europe & Central Asia,Lower middle income,1973,7371.7577
American Samoa,ASM,East Asia & Pacific,Upper middle income,1973,13.6753294
Antigua and Barbuda,ATG,Latin America & Caribbean,High income,1973,NA
Australia,AUS,East Asia & Pacific,High income,1973,333243.563
Austria,AUT,Europe & Central Asia,High income,1973,77365.324
Azerbaijan,AZE,Europe & Central Asia,Upper middle income,1973,30859.7489
Burundi,BDI,Sub-Saharan Africa,Low income,1973,2346.3096
Belgium,BEL,Europe & Central Asia,High income,1973,172176.8142
Benin,BEN,Sub-Saharan Africa,Low income,1973,37045.2727
Burkina Faso,BFA,Sub-Saharan Africa,Low income,1973,6998.6991
Bangladesh,BGD,South Asia,Lower middle income,1973,111165.318
Bulgaria,BGR,Europe & Central Asia,Upper middle income,1973,92710.592
